score_id,student_id,subject_id,semester,grade,grade_point
65,29,2,1/I,C,2.0
66,30,2,1/I,D,1.0
67,31,2,1/I,C+,2.5
68,32,2,1/I,D,1.0
69,33,2,1/I,A,4.0
70,34,2,1/I,A,4.0
71,35,2,1/I,C,2.0
72,36,2,1/I,C+,2.5
73,1,3,1/I,B,3.0
74,2,3,1/I,F,0.0
75,3,3,1/I,A,4.0
76,4,3,1/I,A,4.0
77,5,3,1/I,A,4.0
78,6,3,1/I,F,0.0
79,7,3,1/I,A,4.0
80,8,3,1/I,C+,2.5
81,9,3,1/I,A,4.0
82,10,3,1/I,A,4.0
83,11,3,1/I,C,2.0
84,12,3,1/I,A,4.0
85,13,3,1/I,C+,2.5
86,14,3,1/I,C,2.0
87,15,3,1/I,B+,3.5
88,16,3,1/I,C+,2.5
89,17,3,1/I,B+,3.5
90,18,3,1/I,C,2.0
91,19,3,1/I,B+,3.5
92,20,3,1/I,B,3.0
93,21,3,1/I,B,3.0
94,22,3,1/I,C+,2.5
95,23,3,1/I,B,3.0
96,24,3,1/I,B,3.0
97,25,3,1/I,C+,2.5
98,26,3,1/I,C,2.0
99,27,3,1/I,C,2.0
100,28,3,1/I,C,2.0
101,29,3,1/I,C,2.0
102,30,3,1/I,C,2.0
103,31,3,1/I,C,2.0
104,32,3,1/I,C,2.0
105,33,3,1/I,A,4.0
106,34,3,1/I,A,4.0
107,35,3,1/I,C+,2.5
108,36,3,1/I,C,2.0
109,1,4,1/I,B,3.0
110,2,4,1/I,F,0.0
111,3,4,1/I,C+,2.5
112,4,4,1/I,B,3.0
113,5,4,1/I,A,4.0
114,6,4,1/I,F,0.0
115,7,4,1/I,A,4.0
116,8,4,1/I,B,3.0
117,9,4,1/I,B,3.0
118,10,4,1/I,A,4.0
119,11,4,1/I,C+,2.5
120,12,4,1/I,C+,2.5
121,13,4,1/I,D+,1.5
122,14,4,1/I,C,2.0
123,15,4,1/I,C+,2.5
124,16,4,1/I,B,3.0
125,17,4,1/I,D,1.0
126,18,4,1/I,B,3.0
127,19,4,1/I,C,2.0
128,20,4,1/I,B,3.0
129,21,4,1/I,C+,2.5
130,22,4,1/I,C,2.0
131,23,4,1/I,B,3.0
132,24,4,1/I,C+,2.5
133,25,4,1/I,C,2.0
134,26,4,1/I,C,2.0
135,27,4,1/I,C,2.0
136,28,4,1/I,C,2.0
137,29,4,1/I,D+,1.5
138,30,4,1/I,C,2.0
139,31,4,1/I,D+,1.5
140,32,4,1/I,D,1.0
141,33,4,1/I,B,3.0
142,34,4,1/I,B,3.0
143,35,4,1/I,B,3.0
144,36,4,1/I,C,2.0
145,1,5,1/I,A,4.0
146,2,5,1/I,F,0.0
147,3,5,1/I,A,4.0
148,4,5,1/I,B+,3.5
149,5,5,1/I,A,4.0
150,6,5,1/I,F,0.0
151,7,5,1/I,A,4.0
152,8,5,1/I,C,2.0
153,9,5,1/I,C+,2.5
154,10,5,1/I,A,4.0
155,11,5,1/I,B,3.0
156,12,5,1/I,B,3.0
157,13,5,1/I,C,2.0
158,14,5,1/I,C,2.0
159,15,5,1/I,B+,3.5
160,16,5,1/I,A,4.0
161,17,5,1/I,D,1.0
162,18,5,1/I,C,2.0
163,19,5,1/I,C,2.0
164,20,5,1/I,C,2.0
165,21,5,1/I,A,4.0
166,22,5,1/I,C+,2.5
167,23,5,1/I,C+,2.5
168,24,5,1/I,C,2.0
169,25,5,1/I,C,2.0
170,26,5,1/I,C+,2.5
171,27,5,1/I,C+,2.5
172,28,5,1/I,C,2.0
173,29,5,1/I,D+,1.5
174,30,5,1/I,F,0.0
175,31,5,1/I,C,2.0
176,32,5,1/I,D,1.0
177,33,5,1/I,A,4.0
178,34,5,1/I,A,4.0
179,35,5,1/I,C,2.0
180,36,5,1/I,C,2.0
181,1,6,1/I,B+,3.5
182,2,6,1/I,F,0.0
183,3,6,1/I,B+,3.5
184,4,6,1/I,B,3.0
185,5,6,1/I,A,4.0
186,6,6,1/I,F,0.0
187,7,6,1/I,B+,3.5
188,8,6,1/I,A,4.0
189,9,6,1/I,B+,3.5
190,10,6,1/I,A,4.0
191,11,6,1/I,C+,2.5
192,12,6,1/I,A,4.0
193,13,6,1/I,B,3.0
194,14,6,1/I,B,3.0
195,15,6,1/I,A,4.0
196,16,6,1/I,C,2.0
197,17,6,1/I,C+,2.5
198,18,6,1/I,B,3.0
199,19,6,1/I,B,3.0
200,20,6,1/I,B+,3.5
201,21,6,1/I,B,3.0
202,22,6,1/I,B,3.0
203,23,6,1/I,B,3.0
204,24,6,1/I,C+,2.5
205,25,6,1/I,B,3.0
206,26,6,1/I,B,3.0
207,27,6,1/I,B,3.0
208,28,6,1/I,C,2.0
209,29,6,1/I,C+,2.5
210,30,6,1/I,C,2.0
211,31,6,1/I,B,3.0
212,32,6,1/I,C+,2.5
213,33,6,1/I,B,3.0
214,34,6,1/I,B,3.0
215,35,6,1/I,C,2.0
216,36,6,1/I,B+,3.5
217,1,7,1/I,B+,3.5
218,2,7,1/I,F,0.0
219,3,7,1/I,A,4.0
220,4,7,1/I,B,3.0
221,5,7,1/I,A,4.0
222,6,7,1/I,F,0.0
223,7,7,1/I,A,4.0
224,8,7,1/I,B,3.0
225,9,7,1/I,C+,2.5
226,10,7,1/I,A,4.0
227,11,7,1/I,C,2.0
228,12,7,1/I,A,4.0
229,13,7,1/I,B+,3.5
230,14,7,1/I,C,2.0
231,15,7,1/I,A,4.0
232,16,7,1/I,B,3.0
233,17,7,1/I,C,2.0
234,18,7,1/I,C,2.0
235,19,7,1/I,C+,2.5
236,20,7,1/I,B,3.0
237,21,7,1/I,B,3.0
238,22,7,1/I,B,3.0
239,23,7,1/I,A,4.0
240,24,7,1/I,C,2.0
241,25,7,1/I,B+,3.5
242,26,7,1/I,B,3.0
243,27,7,1/I,B,3.0
244,28,7,1/I,C,2.0
245,29,7,1/I,C+,2.5
246,30,7,1/I,D+,1.5
247,31,7,1/I,C,2.0
248,32,7,1/I,D+,1.5
249,33,7,1/I,B,3.0
250,34,7,1/I,A,4.0
251,35,7,1/I,B,3.0
252,36,7,1/I,B,3.0
253,1,8,1/II,A,4.0
254,2,8,1/II,F,0.0
255,3,8,1/II,C+,2.5
256,4,8,1/II,C+,2.5
257,5,8,1/II,C+,2.5
258,6,8,1/II,F,0.0
259,7,8,1/II,A,4.0
260,8,8,1/II,C+,2.5
261,9,8,1/II,B+,3.5
262,10,8,1/II,A,4.0
263,11,8,1/II,B,3.0
264,12,8,1/II,C,2.0
265,13,8,1/II,C+,2.5
266,14,8,1/II,C,2.0
267,15,8,1/II,B+,3.5
268,16,8,1/II,B,3.0
269,17,8,1/II,C+,2.5
270,18,8,1/II,D,1.0
271,19,8,1/II,C+,2.5
272,20,8,1/II,B,3.0
273,21,8,1/II,C+,2.5
274,22,8,1/II,B,3.0
275,23,8,1/II,B,3.0
276,24,8,1/II,C+,2.5
277,25,8,1/II,C,2.0
278,26,8,1/II,C,2.0
279,27,8,1/II,D,1.0
280,28,8,1/II,D,1.0
281,29,8,1/II,C+,2.5
282,30,8,1/II,F,0.0
283,31,8,1/II,C+,2.5
284,32,8,1/II,F,0.0
285,33,8,1/II,B+,3.5
286,34,8,1/II,D+,1.5
287,35,8,1/II,C+,2.5
288,36,8,1/II,B,3.0
289,1,9,1/II,A,4.0
290,2,9,1/II,F,0.0
291,3,9,1/II,B+,3.5
292,4,9,1/II,B,3.0
293,5,9,1/II,A,4.0
294,6,9,1/II,F,0.0
295,7,9,1/II,A,4.0
296,8,9,1/II,A,4.0
297,9,9,1/II,C+,2.5
298,10,9,1/II,A,4.0
299,11,9,1/II,C,2.0
300,12,9,1/II,A,4.0
301,13,9,1/II,B,3.0
302,14,9,1/II,B,3.0
303,15,9,1/II,A,4.0
304,16,9,1/II,B,3.0
305,17,9,1/II,B,3.0
306,18,9,1/II,C,2.0
307,19,9,1/II,C+,2.5
308,20,9,1/II,B,3.0
309,21,9,1/II,C,2.0
310,22,9,1/II,C,2.0
311,23,9,1/II,A,4.0
312,24,9,1/II,B,3.0
313,25,9,1/II,D+,1.5
314,26,9,1/II,B,3.0
315,27,9,1/II,C,2.0
316,28,9,1/II,C,2.0
317,29,9,1/II,C,2.0
318,30,9,1/II,F,0.0
319,31,9,1/II,C,2.0
320,32,9,1/II,F,0.0
321,33,9,1/II,A,4.0
322,34,9,1/II,A,4.0
323,35,9,1/II,C+,2.5
324,36,9,1/II,C,2.0
325,1,10,1/II,A,4.0
326,2,10,1/II,F,0.0
327,3,10,1/II,A,4.0
328,4,10,1/II,B,3.0
329,5,10,1/II,A,4.0
330,6,10,1/II,F,0.0
331,7,10,1/II,A,4.0
332,8,10,1/II,C+,2.5
333,9,10,1/II,C+,2.5
334,10,10,1/II,A,4.0
335,11,10,1/II,B+,3.5
336,12,10,1/II,D+,1.5
337,13,10,1/II,C+,2.5
338,14,10,1/II,C,2.0
339,15,10,1/II,C+,2.5
340,16,10,1/II,B+,3.5
341,17,10,1/II,D,1.0
342,18,10,1/II,C,2.0
343,19,10,1/II,C+,2.5
344,20,10,1/II,C+,2.5
345,21,10,1/II,B,3.0
346,22,10,1/II,B,3.0
347,23,10,1/II,B+,3.5
348,24,10,1/II,B,3.0
349,25,10,1/II,D,1.0
350,26,10,1/II,D,1.0
351,27,10,1/II,B,3.0
352,28,10,1/II,B+,3.5
353,29,10,1/II,C,2.0
354,30,10,1/II,D+,1.5
355,31,10,1/II,B,3.0
356,32,10,1/II,F,0.0
357,33,10,1/II,A,4.0
358,34,10,1/II,A,4.0
359,35,10,1/II,B+,3.5
360,36,10,1/II,B,3.0
361,1,11,1/II,A,4.0
362,2,11,1/II,F,0.0
363,3,11,1/II,B,3.0
364,4,11,1/II,C,2.0
365,5,11,1/II,B+,3.5
366,6,11,1/II,F,0.0
367,7,11,1/II,A,4.0
368,8,11,1/II,C,2.0
369,9,11,1/II,C,2.0
370,10,11,1/II,B,3.0
371,11,11,1/II,B,3.0
372,12,11,1/II,C,2.0
373,13,11,1/II,B+,3.5
374,14,11,1/II,C,2.0
375,15,11,1/II,B,3.0
376,16,11,1/II,C,2.0
377,17,11,1/II,C,2.0
378,18,11,1/II,B,3.0
379,19,11,1/II,B,3.0
380,20,11,1/II,C,2.0
381,21,11,1/II,B+,3.5
382,22,11,1/II,C,2.0
383,23,11,1/II,B,3.0
384,24,11,1/II,B+,3.5
385,25,11,1/II,B,3.0
386,26,11,1/II,B,3.0
387,27,11,1/II,B+,3.5
388,28,11,1/II,B,3.0
389,29,11,1/II,C+,2.5
390,30,11,1/II,D,1.0
391,31,11,1/II,C+,2.5
392,32,11,1/II,F,0.0
393,33,11,1/II,A,4.0
394,34,11,1/II,C+,2.5
395,35,11,1/II,C+,2.5
396,36,11,1/II,C,2.0
397,1,12,1/II,A,4.0
398,2,12,1/II,F,0.0
399,3,12,1/II,B+,3.5
400,4,12,1/II,C+,2.5
401,5,12,1/II,A,4.0
402,6,12,1/II,F,0.0
403,7,12,1/II,A,4.0
404,8,12,1/II,C,2.0
405,9,12,1/II,C+,2.5
406,10,12,1/II,B+,3.5
407,11,12,1/II,C+,2.5
408,12,12,1/II,C,2.0
409,13,12,1/II,C,2.0
410,14,12,1/II,D+,1.5
411,15,12,1/II,B+,3.5
412,16,12,1/II,C+,2.5
413,17,12,1/II,C,2.0
414,18,12,1/II,C,2.0
415,19,12,1/II,C,2.0
416,20,12,1/II,C+,2.5
417,21,12,1/II,B,3.0
418,22,12,1/II,C,2.0
419,23,12,1/II,C,2.0
420,24,12,1/II,C+,2.5
421,25,12,1/II,C,2.0
422,26,12,1/II,C+,2.5
423,27,12,1/II,C,2.0
424,28,12,1/II,C+,2.5
425,29,12,1/II,C+,2.5
426,30,12,1/II,D,1.0
427,31,12,1/II,C,2.0
428,32,12,1/II,F,0.0
429,33,12,1/II,B,3.0
430,34,12,1/II,C+,2.5
431,35,12,1/II,C,2.0
432,36,12,1/II,C,2.0
433,1,13,1/II,B+,3.5
434,2,13,1/II,F,0.0
435,3,13,1/II,A,4.0
436,4,13,1/II,A,4.0
437,5,13,1/II,A,4.0
438,6,13,1/II,F,0.0
439,7,13,1/II,A,4.0
440,8,13,1/II,B,3.0
441,9,13,1/II,B+,3.5
442,10,13,1/II,A,4.0
443,11,13,1/II,B,3.0
444,12,13,1/II,A,4.0
445,13,13,1/II,B+,3.5
446,14,13,1/II,B+,3.5
447,15,13,1/II,A,4.0
448,16,13,1/II,A,4.0
449,17,13,1/II,A,4.0
450,18,13,1/II,B,3.0
451,19,13,1/II,B+,3.5
452,20,13,1/II,A,4.0
453,21,13,1/II,A,4.0
454,22,13,1/II,B+,3.5
455,23,13,1/II,B+,3.5
456,24,13,1/II,A,4.0
457,25,13,1/II,B+,3.5
458,26,13,1/II,B,3.0
459,27,13,1/II,C+,2.5
460,28,13,1/II,B+,3.5
461,29,13,1/II,A,4.0
462,30,13,1/II,B+,3.5
463,31,13,1/II,C,2.0
464,32,13,1/II,F,0.0
465,33,13,1/II,B,3.0
466,34,13,1/II,B+,3.5
467,35,13,1/II,B+,3.5
468,36,13,1/II,A,4.0
469,1,14,1/II,A,4.0
470,2,14,1/II,F,0.0
471,3,14,1/II,B+,3.5
472,4,14,1/II,C,2.0
473,5,14,1/II,B+,3.5
474,6,14,1/II,F,0.0
475,7,14,1/II,A,4.0
476,8,14,1/II,B+,3.5
477,9,14,1/II,B+,3.5
478,10,14,1/II,A,4.0
479,11,14,1/II,C+,2.5
480,12,14,1/II,C+,2.5
481,13,14,1/II,C+,2.5
482,14,14,1/II,C,2.0
483,15,14,1/II,C+,2.5
484,16,14,1/II,B+,3.5
485,17,14,1/II,B,3.0
486,18,14,1/II,C+,2.5
487,19,14,1/II,C+,2.5
488,20,14,1/II,B,3.0
489,21,14,1/II,B+,3.5
490,22,14,1/II,C,2.0
491,23,14,1/II,A,4.0
492,24,14,1/II,B+,3.5
493,25,14,1/II,D,1.0
494,26,14,1/II,C,2.0
495,27,14,1/II,C,2.0
496,28,14,1/II,D,1.0
497,29,14,1/II,C,2.0
498,30,14,1/II,F,0.0
499,31,14,1/II,F,0.0
500,32,14,1/II,F,0.0
501,33,14,1/II,A,4.0
502,34,14,1/II,C,2.0
503,35,14,1/II,C+,2.5
504,36,14,1/II,B,3.0
505,1,15,2/I,B,3.0
506,2,15,2/I,F,0.0
507,3,15,2/I,A,4.0
508,4,15,2/I,A,4.0
509,5,15,2/I,A,4.0
510,6,15,2/I,F,0.0
511,7,15,2/I,A,4.0
512,8,15,2/I,A,4.0
513,9,15,2/I,A,4.0
514,10,15,2/I,A,4.0
515,11,15,2/I,C+,2.5
516,12,15,2/I,A,4.0
517,13,15,2/I,A,4.0
518,14,15,2/I,A,4.0
519,15,15,2/I,A,4.0
520,16,15,2/I,A,4.0
521,17,15,2/I,B+,3.5
522,18,15,2/I,B,3.0
523,19,15,2/I,A,4.0
524,20,15,2/I,A,4.0
525,21,15,2/I,A,4.0
526,22,15,2/I,A,4.0
527,23,15,2/I,B,3.0
528,24,15,2/I,B,3.0
529,25,15,2/I,F,0.0
530,26,15,2/I,A,4.0
531,27,15,2/I,A,4.0
532,28,15,2/I,A,4.0
533,29,15,2/I,A,4.0
534,30,15,2/I,F,0.0
535,31,15,2/I,A,4.0
536,32,15,2/I,F,0.0
537,33,15,2/I,A,4.0
538,34,15,2/I,B,3.0
539,35,15,2/I,A,4.0
540,36,15,2/I,A,4.0
541,1,16,2/I,A,4.0
542,2,16,2/I,F,0.0
543,3,16,2/I,B+,3.5
544,4,16,2/I,B,3.0
545,5,16,2/I,A,4.0
546,6,16,2/I,F,0.0
547,7,16,2/I,B+,3.5
548,8,16,2/I,C,2.0
549,9,16,2/I,B+,3.5
550,10,16,2/I,B,3.0
551,11,16,2/I,B,3.0
552,12,16,2/I,C+,2.5
553,13,16,2/I,B,3.0
554,14,16,2/I,C,2.0
555,15,16,2/I,C,2.0
556,16,16,2/I,C,2.0
557,17,16,2/I,C,2.0
558,18,16,2/I,C+,2.5
559,19,16,2/I,C+,2.5
560,20,16,2/I,C,2.0
561,21,16,2/I,C+,2.5
562,22,16,2/I,C,2.0
563,23,16,2/I,B,3.0
564,24,16,2/I,B,3.0
565,25,16,2/I,F,0.0
566,26,16,2/I,C+,2.5
567,27,16,2/I,C,2.0
568,28,16,2/I,C,2.0
569,29,16,2/I,B+,3.5
570,30,16,2/I,F,0.0
571,31,16,2/I,F,0.0
572,32,16,2/I,F,0.0
573,33,16,2/I,B,3.0
574,34,16,2/I,B,3.0
575,35,16,2/I,C,2.0
576,36,16,2/I,C,2.0
577,1,17,2/I,A,4.0
578,2,17,2/I,F,0.0
579,3,17,2/I,A,4.0
580,4,17,2/I,A,4.0
581,5,17,2/I,A,4.0
582,6,17,2/I,F,0.0
583,7,17,2/I,A,4.0
584,8,17,2/I,C+,2.5
585,9,17,2/I,B+,3.5
586,10,17,2/I,A,4.0
587,11,17,2/I,A,4.0
588,12,17,2/I,D+,1.5
589,13,17,2/I,C+,2.5
590,14,17,2/I,C,2.0
591,15,17,2/I,A,4.0
592,16,17,2/I,A,4.0
593,17,17,2/I,B+,3.5
594,18,17,2/I,B+,3.5
595,19,17,2/I,B,3.0
596,20,17,2/I,B,3.0
597,21,17,2/I,B+,3.5
598,22,17,2/I,C+,2.5
599,23,17,2/I,A,4.0
600,24,17,2/I,B,3.0
601,25,17,2/I,F,0.0
602,26,17,2/I,C+,2.5
603,27,17,2/I,C,2.0
604,28,17,2/I,C,2.0
605,29,17,2/I,C+,2.5
606,30,17,2/I,F,0.0
607,31,17,2/I,D,1.0
608,32,17,2/I,F,0.0
609,33,17,2/I,A,4.0
610,34,17,2/I,A,4.0
611,35,17,2/I,C+,2.5
612,36,17,2/I,A,4.0
613,1,18,2/I,B+,3.5
614,2,18,2/I,F,0.0
615,3,18,2/I,B,3.0
616,4,18,2/I,B+,3.5
617,5,18,2/I,A,4.0
618,6,18,2/I,F,0.0
619,7,18,2/I,A,4.0
620,8,18,2/I,B,3.0
621,9,18,2/I,B+,3.5
622,10,18,2/I,A,4.0
623,11,18,2/I,B+,3.5
624,12,18,2/I,A,4.0
625,13,18,2/I,A,4.0
626,14,18,2/I,A,4.0
627,15,18,2/I,B+,3.5
628,16,18,2/I,B+,3.5
629,17,18,2/I,B,3.0
630,18,18,2/I,B+,3.5
631,19,18,2/I,B,3.0
632,20,18,2/I,B+,3.5
633,21,18,2/I,B+,3.5
634,22,18,2/I,B,3.0
635,23,18,2/I,A,4.0
636,24,18,2/I,B+,3.5
637,25,18,2/I,F,0.0
638,26,18,2/I,B,3.0
639,27,18,2/I,B+,3.5
640,28,18,2/I,B+,3.5
641,29,18,2/I,B+,3.5
642,30,18,2/I,F,0.0
643,31,18,2/I,B+,3.5
644,32,18,2/I,F,0.0
645,33,18,2/I,B+,3.5
646,34,18,2/I,A,4.0
647,35,18,2/I,B,3.0
648,36,18,2/I,A,4.0
649,1,19,2/I,A,4.0
650,2,19,2/I,F,0.0
651,3,19,2/I,A,4.0
652,4,19,2/I,B,3.0
653,5,19,2/I,A,4.0
654,6,19,2/I,F,0.0
655,7,19,2/I,A,4.0
656,8,19,2/I,B,3.0
657,9,19,2/I,B,3.0
658,10,19,2/I,A,4.0
659,11,19,2/I,A,4.0
660,12,19,2/I,B,3.0
661,13,19,2/I,C+,2.5
662,14,19,2/I,C+,2.5
663,15,19,2/I,A,4.0
664,16,19,2/I,C,2.0
665,17,19,2/I,C,2.0
666,18,19,2/I,C+,2.5
667,19,19,2/I,C,2.0
668,20,19,2/I,C,2.0
669,21,19,2/I,A,4.0
670,22,19,2/I,C+,2.5
671,23,19,2/I,A,4.0
672,24,19,2/I,A,4.0
673,25,19,2/I,F,0.0
674,26,19,2/I,B,3.0
675,27,19,2/I,B,3.0
676,28,19,2/I,C,2.0
677,29,19,2/I,B,3.0
678,30,19,2/I,F,0.0
679,31,19,2/I,B+,3.5
680,32,19,2/I,F,0.0
681,33,19,2/I,B+,3.5
682,34,19,2/I,A,4.0
683,35,19,2/I,B+,3.5
684,36,19,2/I,A,4.0
685,1,20,2/I,A,4.0
686,2,20,2/I,F,0.0
687,3,20,2/I,B+,3.5
688,4,20,2/I,B+,3.5
689,5,20,2/I,B+,3.5
690,6,20,2/I,F,0.0
691,7,20,2/I,A,4.0
692,8,20,2/I,D+,1.5
693,9,20,2/I,C+,2.5
694,10,20,2/I,A,4.0
695,11,20,2/I,B+,3.5
696,12,20,2/I,D+,1.5
697,13,20,2/I,D,1.0
698,14,20,2/I,C,2.0
699,15,20,2/I,B+,3.5
700,16,20,2/I,C,2.0
701,17,20,2/I,C+,2.5
702,18,20,2/I,D+,1.5
703,19,20,2/I,D,1.0
704,20,20,2/I,B+,3.5
705,21,20,2/I,A,4.0
706,22,20,2/I,D+,1.5
707,23,20,2/I,A,4.0
708,24,20,2/I,C,2.0
709,25,20,2/I,F,0.0
710,26,20,2/I,C,2.0
711,27,20,2/I,B,3.0
712,28,20,2/I,C+,2.5
713,29,20,2/I,C+,2.5
714,30,20,2/I,F,0.0
715,31,20,2/I,F,0.0
716,32,20,2/I,F,0.0
717,33,20,2/I,A,4.0
718,34,20,2/I,A,4.0
719,35,20,2/I,D,1.0
720,36,20,2/I,C,2.0
721,1,21,2/II,C,2.0
722,2,21,2/II,F,0.0
723,3,21,2/II,C+,2.5
724,4,21,2/II,A,4.0
725,5,21,2/II,B,3.0
726,6,21,2/II,F,0.0
727,7,21,2/II,B+,3.5
728,8,21,2/II,C+,2.5
729,9,21,2/II,B+,3.5
730,10,21,2/II,B+,3.5
731,11,21,2/II,B,3.0
732,12,21,2/II,C+,2.5
733,13,21,2/II,C,2.0
734,14,21,2/II,C+,2.5
735,15,21,2/II,A,4.0
736,16,21,2/II,C+,2.5
737,17,21,2/II,C,2.0
738,18,21,2/II,C,2.0
739,19,21,2/II,B,3.0
740,20,21,2/II,D+,1.5
741,21,21,2/II,B+,3.5
742,22,21,2/II,B,3.0
743,23,21,2/II,C+,2.5
744,24,21,2/II,B,3.0
745,25,21,2/II,F,0.0
746,26,21,2/II,C+,2.5
747,27,21,2/II,C+,2.5
748,28,21,2/II,C+,2.5
749,29,21,2/II,C+,2.5
750,30,21,2/II,F,0.0
751,31,21,2/II,F,0.0
752,32,21,2/II,F,0.0
753,33,21,2/II,C+,2.5
754,34,21,2/II,A,4.0
755,35,21,2/II,B,3.0
756,36,21,2/II,C+,2.5
757,1,22,2/II,B+,3.5
758,2,22,2/II,F,0.0
759,3,22,2/II,B,3.0
760,4,22,2/II,C+,2.5
761,5,22,2/II,B,3.0
762,6,22,2/II,F,0.0
763,7,22,2/II,C+,2.5
764,8,22,2/II,C+,2.5
765,9,22,2/II,C+,2.5
766,10,22,2/II,B,3.0
767,11,22,2/II,B,3.0
768,12,22,2/II,B,3.0
769,13,22,2/II,C+,2.5
770,14,22,2/II,B,3.0
771,15,22,2/II,B+,3.5
772,16,22,2/II,C+,2.5
773,17,22,2/II,B,3.0
774,18,22,2/II,C+,2.5
775,19,22,2/II,B,3.0
776,20,22,2/II,B,3.0
777,21,22,2/II,B,3.0
778,22,22,2/II,B,3.0
779,23,22,2/II,C+,2.5
780,24,22,2/II,C+,2.5
781,25,22,2/II,F,0.0
782,26,22,2/II,B,3.0
783,27,22,2/II,C+,2.5
784,28,22,2/II,C+,2.5
785,29,22,2/II,B+,3.5
786,30,22,2/II,F,0.0
787,31,22,2/II,C,2.0
788,32,22,2/II,F,0.0
789,33,22,2/II,B+,3.5
790,34,22,2/II,B,3.0
791,35,22,2/II,B,3.0
792,36,22,2/II,C+,2.5
793,1,23,2/II,A,4.0
794,2,23,2/II,F,0.0
795,3,23,2/II,A,4.0
796,4,23,2/II,A,4.0
797,5,23,2/II,A,4.0
798,6,23,2/II,F,0.0
799,7,23,2/II,A,4.0
800,8,23,2/II,B+,3.5
801,9,23,2/II,B+,3.5
802,10,23,2/II,A,4.0
803,11,23,2/II,A,4.0
804,12,23,2/II,B+,3.5
805,13,23,2/II,C+,2.5
806,14,23,2/II,C+,2.5
807,15,23,2/II,A,4.0
808,16,23,2/II,C+,2.5
809,17,23,2/II,C+,2.5
810,18,23,2/II,B,3.0
811,19,23,2/II,C+,2.5
812,20,23,2/II,C+,2.5
813,21,23,2/II,A,4.0
814,22,23,2/II,B,3.0
815,23,23,2/II,A,4.0
816,24,23,2/II,A,4.0
817,25,23,2/II,F,0.0
818,26,23,2/II,B,3.0
819,27,23,2/II,B,3.0
820,28,23,2/II,C+,2.5
821,29,23,2/II,B,3.0
822,30,23,2/II,F,0.0
823,31,23,2/II,B+,3.5
824,32,23,2/II,F,0.0
825,33,23,2/II,B+,3.5
826,34,23,2/II,A,4.0
827,35,23,2/II,B+,3.5
828,36,23,2/II,A,4.0
829,1,24,2/II,A,4.0
830,2,24,2/II,F,0.0
831,3,24,2/II,B+,3.5
832,4,24,2/II,B+,3.5
833,5,24,2/II,A,4.0
834,6,24,2/II,F,0.0
835,7,24,2/II,A,4.0
836,8,24,2/II,B+,3.5
837,9,24,2/II,B+,3.5
838,10,24,2/II,A,4.0
839,11,24,2/II,A,4.0
840,12,24,2/II,A,4.0
841,13,24,2/II,B+,3.5
842,14,24,2/II,B,3.0
843,15,24,2/II,B,3.0
844,16,24,2/II,B+,3.5
845,17,24,2/II,B+,3.5
846,18,24,2/II,B,3.0
847,19,24,2/II,A,4.0
848,20,24,2/II,B+,3.5
849,21,24,2/II,B+,3.5
850,22,24,2/II,B+,3.5
851,23,24,2/II,B+,3.5
852,24,24,2/II,A,4.0
853,25,24,2/II,F,0.0
854,26,24,2/II,B,3.0
855,27,24,2/II,B+,3.5
